Utility,Pollution,Inertia,Reliability,group
0.7114761975373048,5.657632249575112,0.48484848484848486,0.05060000000000005,0
0.6830395321446014,7.652520074669276,0.48484848484848486,0.030000000000000075,0
0.7509199189510174,9.602267785984724,0.48484848484848486,0.03999999999999998,0
0.5274727686928186,4.068548746610786,0.48484848484848486,0.061000000000000144,0
1.1959012548409027,2.26260629471763,0.48484848484848486,0.06990000000000002,0
0.5260010952190008,3.8988579869513695,0.48484848484848486,0.09960000000000008,0
0.8153556821758787,8.141565042766478,0.48484848484848486,0.018699999999999994,0
0.8419736252060779,3.9736591028461863,0.48484848484848486,0.05040000000000004,0
0.5304494871619839,10.67653382343196,0.48484848484848486,0.04760000000000001,0
0.6318688333301984,2.829976772415019,0.48484848484848486,0.15360000000000007,0
0.7222028408201177,2.16461915408146,0.48484848484848486,0.07999999999999996,0
0.7068972684376796,4.009356527417512,0.48484848484848486,0.06000000000000015,0
0.6216752460305,0.31065221563975803,0.48484848484848486,1.0000000000000007,0
0.910012452915475,2.251424395274721,0.48484848484848486,0.08149999999999995,0
1.0512633438966232,3.3631836874664756,0.48484848484848486,0.07999999999999996,0
0.6368561722481727,6.745333497249228,0.48484848484848486,0.06000000000000015,0
0.6173394516541332,0.30270079660608806,0.48484848484848486,1.0000000000000007,0
0.9801044358606081,0.36252243488453617,0.48484848484848486,1.0000000000000007,0
0.7024781980163151,0.2720835797444221,0.48484848484848486,1.0000000000000007,0
0.7369360847543804,4.151643616354276,0.48484848484848486,0.05000000000000004,0
0.7176037350716686,4.38590847941886,0.48484848484848486,0.08889999999999992,0
0.6251854569317409,10.008708017746539,0.48484848484848486,0.041999999999999975,0
0.5838326458491728,9.149990011869923,0.48484848484848486,0.05000000000000004,0
0.6287332417396269,2.651788997839628,0.48484848484848486,0.15060000000000012,0
0.9505506605277371,2.5916625373824242,0.48484848484848486,0.05000000000000004,0
0.6059131507078752,4.500055391909045,0.48484848484848486,0.05000000000000004,0
0.8264554869215162,2.747517159350309,0.48484848484848486,0.0899999999999999,0
0.6975681650928902,2.1775602955703177,0.48484848484848486,0.0896999999999999,0
0.9923922633932963,7.346213161199166,0.48484848484848486,0.01999999999999999,0
0.8040105939120082,3.66023653787222,0.48484848484848486,0.15340000000000006,0
0.9029772163993435,10.91963953291635,0.48484848484848486,0.01999999999999999,0
1.1413431183876548,2.5416668504224553,0.48484848484848486,0.0958,0
0.5920812264064877,9.829373652196729,0.48484848484848486,0.029900000000000076,0
0.7158931478680713,3.284983953264161,0.48484848484848486,0.10000000000000007,0
0.6503669225574177,6.220185269034361,0.48484848484848486,0.01999999999999999,0
0.7280296560685766,4.945083795574538,0.48484848484848486,0.07,0
0.5694470670014389,2.636616893144247,0.48484848484848486,0.07999999999999996,0
0.977075052320668,3.435809900577111,0.48484848484848486,0.1108000000000001,0
0.5255815532064783,3.47755717314012,0.48484848484848486,0.09509999999999999,0
0.9153545188512331,2.8919565854584106,0.48484848484848486,0.2579999999999998,0
0.5842205001360354,8.212311914589955,0.48484848484848486,0.03999999999999998,0
0.7566308781459465,3.2448355948151315,0.48484848484848486,0.13009999999999983,0
1.1230375084993893,0.3019241437771198,0.48484848484848486,1.0000000000000007,0
0.8132845429434976,2.909934867161944,0.48484848484848486,0.11000000000000008,0
0.8161778636942836,0.4226634443318864,0.48484848484848486,1.0000000000000007,0
0.5359344679724974,8.572919204498193,0.48484848484848486,0.03999999999999998,0
0.6986537214629863,7.616576042349188,0.48484848484848486,0.05000000000000004,0
0.664922404453879,0.3496848323494884,0.48484848484848486,1.0000000000000007,0
0.5402516219216297,3.6909206579444236,0.48484848484848486,0.049900000000000035,0
0.8766270961864736,4.080203509812228,0.48484848484848486,0.09069999999999992,0
0.6739529996485714,0.3922969347518686,0.48484848484848486,1.0000000000000007,0
0.5607026508300201,6.988250711117671,0.48484848484848486,0.05840000000000013,0
0.7204717412221183,2.560197164891127,0.48484848484848486,0.10000000000000007,0
1.1837831778709496,0.30906900741423254,0.48484848484848486,1.0000000000000007,0
1.1880357645924646,5.2922032332410325,0.48484848484848486,0.030000000000000075,0
0.6345800356161312,6.185328802924768,0.48484848484848486,0.06000000000000015,0
0.9126763907190701,10.083358171585028,0.48484848484848486,0.05000000000000004,0
1.059350593883927,7.482784576670437,0.48484848484848486,0.03999999999999998,0
1.0421539361894634,0.31151741560595264,0.48484848484848486,1.0000000000000007,0
0.5948799250175696,2.1619857534545006,0.48484848484848486,0.06000000000000015,0
0.8579684104565294,4.438806698132103,0.48484848484848486,0.07999999999999996,0
0.6030157395446658,4.114240718974945,0.48484848484848486,0.06000000000000015,0
1.0081449928542974,3.2100261451395573,0.48484848484848486,0.10000000000000007,0
0.6084176561904646,6.736504264916372,0.48484848484848486,0.06200000000000012,0
0.5483974322285673,2.463474597351966,0.48484848484848486,0.1432000000000001,0
