ideal_Utility,ideal_Pollution,ideal_Inertia,ideal_Reliability,Scenario
0.8457527997119412,0.09496046422806106,1.0,1.0000000000000007,0
0.8021286551053578,0.11084693934999437,1.0,1.0000000000000007,1
0.90792861890724,0.10397983370696753,1.0,1.0000000000000007,2
0.581197716651335,0.13156531400507745,1.0,1.0000000000000007,3
1.734760888210493,0.05821816248081045,1.0,1.0000000000000007,4
0.5792481609886381,0.016309124327022622,1.0,1.0000000000000007,5
1.0136279291000845,7.590358502900983,1.0,0.04109999999999998,6
1.0587660414564897,0.0684144843770353,1.0,1.0000000000000007,7
0.5851534714284047,0.24090125318879588,1.0,1.0000000000000007,8
0.726167981212269,0.05870651345269003,1.0,1.0000000000000007,9
0.8624700472274921,0.031416661792308155,1.0,1.0000000000000007,10
0.8386602642269207,0.17092025880974152,1.0,1.0000000000000007,11
0.7114250377499571,0.029296238326648943,1.0,1.0000000000000007,12
1.1779750269973888,0.11714384906323584,1.0,1.0000000000000007,13
1.4422939700462707,0.12765804774616027,1.0,1.0000000000000007,14
0.7334281164863029,0.13095019390566237,1.0,1.0000000000000007,15
0.7051932157928212,0.04371489047577381,1.0,1.0000000000000007,16
1.3063744614599608,0.06782752320842594,1.0,1.0000000000000007,17
0.831840113178851,0.037465102926580014,1.0,1.0000000000000007,18
0.8856646926553918,0.10080315084042399,1.0,1.0000000000000007,19
0.8552849017092334,0.19433667001200525,1.0,1.0000000000000007,20
0.7164873008900158,9.43433242194941,1.0,0.19900000000000015,21
0.6578148217000036,8.427799689347738,1.0,0.6124999999999999,22
0.7216192674368773,0.11771585089716781,1.0,1.0000000000000007,23
1.251558092172832,0.10844624967500704,1.0,1.0000000000000007,24
0.6888815265669512,0.16533044092571525,1.0,1.0000000000000007,25
1.0323469511787315,0.09528886489295402,1.0,1.0000000000000007,26
0.8242907850745583,0.06934290065621855,1.0,1.0000000000000007,27
1.3294518050527566,6.826121486884218,1.0,0.07219999999999999,28
0.9946494808245397,0.07078475737845007,1.0,1.0000000000000007,29
1.1653972498328207,10.321020081255957,1.0,0.05000000000000004,30
1.621988054872772,0.04465811814081002,1.0,1.0000000000000007,31
0.6693508832872911,9.251128320055784,1.0,0.08109999999999995,32
0.8526191802182708,0.06951814131616342,1.0,1.0000000000000007,33
0.753251222952397,5.750504241454289,1.0,0.08479999999999992,34
0.8716110067833849,0.2176970310833331,1.0,1.0000000000000007,35
0.6378968007797021,0.13342815149338813,1.0,1.0000000000000007,36
1.3007107346319893,0.06505837129450952,1.0,1.0000000000000007,37
0.578692829596392,0.03830684940021384,1.0,1.0000000000000007,38
1.1875639504400852,0.05777468424315497,1.0,1.0000000000000007,39
0.6583561701563514,7.674953099555335,1.0,0.14,40
0.9170904973405537,0.09560143723882401,1.0,1.0000000000000007,41
1.5848039661129818,0.04971499048733911,1.0,1.0000000000000007,42
1.010151603297831,0.13559200093508558,1.0,1.0000000000000007,43
1.0150093694725826,0.10018995199811143,1.0,1.0000000000000007,44
0.5924613612124744,8.019827296991815,1.0,0.2354000000000001,45
0.8259572737407526,7.103301316130963,1.0,0.42330000000000023,46
0.7748614783806558,0.08426451001526854,1.0,1.0000000000000007,47
0.5982384464029171,0.08364957590903878,1.0,1.0000000000000007,48
1.1188002614511527,0.144979364411305,1.0,1.0000000000000007,49
0.7884017968532482,0.044645048537603954,1.0,1.0000000000000007,50
0.6259082431028478,0.1799872677614361,1.0,1.0000000000000007,51
0.8597624762129462,0.12251685984529291,1.0,1.0000000000000007,52
1.7094641756573954,0.04975532783737372,1.0,1.0000000000000007,53
1.7183255628986964,4.868688801228049,1.0,0.2041,54
0.7301108825741288,0.0829690339603075,1.0,1.0000000000000007,55
1.1827526344687413,0.14314829171094903,1.0,1.0000000000000007,56
1.4580846207037206,6.9713093611083,1.0,0.21499999999999986,57
1.4245902448598575,0.04783648317516925,1.0,1.0000000000000007,58
0.6732836682588217,0.1673918280941067,1.0,1.0000000000000007,59
1.0862983842784963,0.1774976732209171,1.0,1.0000000000000007,60
0.6847709054040292,0.08824533971522974,1.0,1.0000000000000007,61
1.3592790161130424,0.036599638791166816,1.0,1.0000000000000007,62
0.6924430600256068,0.2057123230651545,1.0,1.0000000000000007,63
0.6091993863749523,0.030328617502699443,1.0,1.0000000000000007,64
1.6274142659088735,7.264226292447733,1.0,0.5030000000000003,65
1.379792784997773,0.033851015958277365,1.0,1.0000000000000007,66
0.6162523413787099,0.13833445598016378,1.0,1.0000000000000007,67
1.5718553452905701,0.10005742752132582,1.0,1.0000000000000007,68
0.677261494898241,0.04405470675548487,1.0,1.0000000000000007,69
0.6450927902662265,0.03598363410285679,1.0,1.0000000000000007,70
0.8847147274497771,0.06778358041099897,1.0,1.0000000000000007,71
1.3159072016802593,0.13036797705022807,1.0,1.0000000000000007,72
1.0137909917938412,0.0388902290204556,1.0,1.0000000000000007,73
0.5837797993545483,9.998912132249986,1.0,0.03790000000000002,74
1.0077383903647283,0.09425211648411735,1.0,1.0000000000000007,75
0.5842077878557507,0.5641109180962531,1.0,0.9835000000000007,76
0.8499689254797339,0.06283701562171269,1.0,1.0000000000000007,77
1.6438683267671546,0.14620961547488934,1.0,1.0000000000000007,78
0.6143559517837139,0.08169467951697164,1.0,1.0000000000000007,79
1.433396939446296,0.2716502633720608,1.0,0.9883000000000006,80
1.0946150256483163,0.06874154321789896,1.0,1.0000000000000007,81
0.789167189278272,0.07525114807865826,1.0,1.0000000000000007,82
0.8809336801702023,0.04772971623471963,1.0,1.0000000000000007,83
0.5951141294933392,0.046612399042949344,1.0,1.0000000000000007,84
0.6948372383377692,0.2297635276738039,1.0,1.0000000000000007,85
0.842976271213312,0.06844277669435644,1.0,1.0000000000000007,86
1.4378340910905398,0.0828325666631045,1.0,1.0000000000000007,87
1.407243334232115,0.21568307543700824,1.0,1.0000000000000007,88
0.7778321597897839,0.20726555014302428,1.0,1.0000000000000007,89
0.8579662130221464,0.19748867758775362,1.0,1.0000000000000007,90
1.6747318585255886,3.8698354670203092,1.0,0.19880000000000012,91
0.9367381089103474,0.11727694459001367,1.0,1.0000000000000007,92
0.9818646079531465,8.837685434157684,1.0,0.04059999999999998,93
0.5803788389765633,5.349182628755418,1.0,0.11250000000000016,94
1.4224025526940127,0.11962758364310867,1.0,1.0000000000000007,95
1.3674229432151168,0.05690779608385104,1.0,1.0000000000000007,96
0.574520148150985,0.15562373760227463,1.0,1.0000000000000007,97
0.5946703804823099,0.11733556085929074,1.0,1.0000000000000007,98
0.7984624207847865,8.603182694284099,1.0,0.28720000000000007,99
0.8395201528480876,0.21650720990740693,1.0,1.0000000000000007,100
1.4811412633228245,0.06357266561103028,1.0,1.0000000000000007,101
1.363340801736384,0.07268905149909494,1.0,1.0000000000000007,102
0.9100420404589944,0.08807541303946455,1.0,1.0000000000000007,103
0.5977901049183404,0.05552489112830503,1.0,1.0000000000000007,104
0.901124879109341,0.0949199571047789,1.0,1.0000000000000007,105
0.8734608489804345,0.07672208968995924,1.0,1.0000000000000007,106
0.9090432224879194,0.09859039548377087,1.0,1.0000000000000007,107
0.6859405202289651,0.11216704171999443,1.0,1.0000000000000007,108
0.7945645600595299,0.16001895241716407,1.0,1.0000000000000007,109
1.649412129080159,6.864224543527181,1.0,0.22140000000000012,110
0.6196011000927426,0.1613561510421809,1.0,1.0000000000000007,111
1.536494684903614,0.12538859882240574,1.0,1.0000000000000007,112
0.7327623614544475,0.17485124183990017,1.0,1.0000000000000007,113
0.6699099795402399,0.16104171466609413,1.0,1.0000000000000007,114
0.799246727970493,3.6197932475630714,1.0,0.15370000000000006,115
0.7785782105560894,0.17134030627368996,1.0,1.0000000000000007,116
