ideal_Utility,ideal_Pollution,ideal_Inertia,ideal_Reliability,Scenario
0.8457527997119412,0.09547047678551807,1.0,1.0000000000000007,0
0.8021286551053578,0.10955471659999007,1.0,1.0000000000000007,1
0.90792861890724,0.10393619339707656,1.0,1.0000000000000007,2
0.581197716651335,0.13222955583354035,1.0,1.0000000000000007,3
1.734760888210493,0.05619268151389424,1.0,1.0000000000000007,4
0.5792481609886381,0.017285088682767607,1.0,1.0000000000000007,5
1.0136279291000845,7.590842466105181,1.0,0.04139999999999998,6
1.0587660414564897,0.06936024227737751,1.0,1.0000000000000007,7
0.5851534714284047,0.2299658547040346,1.0,1.0000000000000007,8
1.3532242276131516,3.1640723370493125,1.0,0.18269999999999995,9
0.9110428822213323,0.10616546620625324,1.0,1.0000000000000007,10
0.9716239069253964,0.11662017688882677,1.0,1.0000000000000007,11
0.6498100371049144,6.181825125068667,1.0,0.3009000000000001,12
0.6749828932463751,0.05091197882968173,1.0,1.0000000000000007,13
0.8706888136298498,0.20456241762069116,1.0,1.0000000000000007,14
0.7235620008498065,0.18140032674363243,1.0,1.0000000000000007,15
0.5929018782212825,0.0884149099586645,1.0,1.0000000000000007,16
1.075382218525312,3.4946353893646744,1.0,0.12330000000000013,17
0.710797089620729,7.010932269771728,1.0,0.23040000000000002,18
0.9420372076931783,4.777253360453736,1.0,0.6123,19
1.1972889319265165,0.06845001513052283,1.0,1.0000000000000007,20
0.7039594500209442,0.07201734866641328,1.0,1.0000000000000007,21
0.6263988831239793,0.03505381410055093,1.0,1.0000000000000007,22
1.420220417829085,0.1831694659215823,1.0,1.0000000000000007,23
0.8386602642269207,0.12238773554221409,1.0,1.0000000000000007,24
0.7763441215541997,0.08969309416791653,1.0,1.0000000000000007,25
1.4718472452080882,0.08578967394044813,1.0,1.0000000000000007,26
1.0089436971634524,0.08217242003702342,1.0,1.0000000000000007,27
1.3492127784965435,0.0569726689030762,1.0,1.0000000000000007,28
1.5000202634437285,0.08843378698472511,1.0,1.0000000000000007,29
0.9140576055036752,0.15643344674776255,1.0,1.0000000000000007,30
0.8276301004078774,0.09945552044000658,1.0,1.0000000000000007,31
0.9484689045282505,0.0842416748172327,1.0,1.0000000000000007,32
0.975015856954779,0.15627217472628885,1.0,1.0000000000000007,33
0.6425074388177913,0.05715850660872992,1.0,1.0000000000000007,34
1.089058142855292,8.327583384702603,1.0,0.15989999999999993,35
1.0137909917938412,0.12892836374155406,1.0,1.0000000000000007,36
0.9649039561493005,5.163656288010795,1.0,0.21990000000000015,37
0.6710308938281011,0.05293581379095466,1.0,1.0000000000000007,38
0.9160776415803508,0.06445798573132853,1.0,1.0000000000000007,39
0.7158507335353285,0.08128571231422294,1.0,1.0000000000000007,40
1.0310909682712084,4.657344114847064,1.0,0.2059,41
0.8981882350707051,6.987609303402246,1.0,0.16779999999999984,42
0.6414732072396937,0.12982183052505605,1.0,1.0000000000000007,43
1.1576542744168883,0.16277351778002744,1.0,1.0000000000000007,44
1.2307204076335512,0.060311385372346205,1.0,1.0000000000000007,45
0.8103769412768856,0.123277593147312,1.0,1.0000000000000007,46
1.5024077964195768,0.1563203769614313,1.0,1.0000000000000007,47
1.2022032173897486,5.97616758608216,1.0,0.13389999999999994,48
1.0876767142381671,0.0737497006915331,1.0,1.0000000000000007,49
0.6303507648661338,0.10030959341258334,1.0,1.0000000000000007,50
0.6440582314721474,0.2762415435732081,1.0,1.0000000000000007,51
0.6404502696325051,0.10426612361867676,1.0,1.0000000000000007,52
1.173230825925895,5.609729994793278,1.0,0.11940000000000012,53
0.7294508841695257,9.546432909813964,1.0,0.07100000000000002,54
1.5667236371775228,0.10580047513841591,1.0,1.0000000000000007,55
1.241064301980304,0.082000604647206,1.0,1.0000000000000007,56
0.571224081869612,0.06390056754809272,1.0,1.0000000000000007,57
1.3314059344220592,0.12996537553406282,1.0,1.0000000000000007,58
0.8725350169485095,0.0998432039888416,1.0,1.0000000000000007,59
1.0174540420280054,0.1147527963795679,1.0,1.0000000000000007,60
1.6246975333953546,7.212496880852548,1.0,0.09129999999999992,61
0.5991370046594106,0.0827130094670633,1.0,1.0000000000000007,62
