U in s4,Po  in s4,In  in s4,Re  in s4,group,decisions,goals
0.5376872553403779,4.076486014921917,0.45454545454545453,0.06060000000000015,0,"[0.1        0.1        0.09990413 0.0999584  0.09990491 0.1
 0.09990413 0.09990413 0.09992039 0.09990413 0.09999746 0.1
 0.09990413 0.09990413 0.1        0.09990413 0.1        0.09990413
 0.09990413 0.09990413 0.09990413 0.09990413 0.09990413 0.09990413
 0.09990413 0.0001     0.09187025 0.0001     0.1        0.09990413
 0.0001     0.09990413 0.09990413 0.09990413 0.0001     0.09990413
 0.01511341 0.0615088  0.09990413 0.03976699 0.09990413 0.03139844
 0.0001     0.09990413 0.0001     0.0677318  0.09999511 0.0001
 0.0341903  0.06274675 0.09990413 0.00637856 0.0001     0.09990413
 0.0001     0.09990413 0.09990413 0.00168968 0.09716639 0.09215624
 0.0001     0.09990413 0.0001     0.09990413 0.0001     0.0001
 0.09990413 0.0001     0.04757655 0.09990413 0.01593416 0.0001
 0.09990413 0.0001     0.0404969  0.09990413 0.04050648 0.09990413
 0.09990413 0.03291418 0.00700308 0.0001     0.0001     0.0001
 0.0001     0.0001     0.0001     0.09990413 0.0001     0.09990413
 0.0001     0.0128899  0.0001     0.0001     0.0001     0.01600255
 0.03268651 0.07189591 0.0001     0.03021071]",[[-0.58119772  4.10848059 -1.         -0.061     ]]
0.014996680016606652,0.1426383347180119,1.0,1.0000000000000007,1,"[0.00365087 0.00318178 0.00316724 0.00336427 0.00087108 0.00336759
 0.00344399 0.00335141 0.00382873 0.00366017 0.00356596 0.00149819
 0.00062212 0.00069371 0.00317573 0.00095237 0.00336931 0.00336927
 0.00344246 0.00356177 0.00086759 0.00115988 0.00079254 0.00336315
 0.00106253 0.00374553 0.00102295 0.00251275 0.00354294 0.00048928
 0.00076388 0.0014449  0.00067926 0.00281632 0.00048598 0.0005953
 0.00215361 0.00094647 0.00354048 0.00066283 0.00281229 0.00050547
 0.00087524 0.00354493 0.00308961 0.00067744 0.0010031  0.00106282
 0.00206558 0.00065634 0.00075881 0.00110589 0.00087189 0.00069785
 0.00059541 0.00285696 0.00095228 0.00065828 0.00365889 0.00085392
 0.00077912 0.00056646 0.0006785  0.00068066 0.00324108 0.00345372
 0.00255874 0.00080948 0.00064954 0.00095809 0.00082449 0.0007938
 0.00049735 0.00156308 0.00209646 0.00154463 0.00299372 0.00078124
 0.00115792 0.00078227 0.00087794 0.0006727  0.00075529 0.00057423
 0.00352116 0.00077017 0.00050157 0.00058424 0.00087567 0.00219387
 0.00058307 0.00087689 0.00097079 0.00096701 0.00184077 0.00078021
 0.00085099 0.00065727 0.00067908 0.00085258]",[[-0.0022419   0.13406536 -1.         -1.        ]]
0.004642117019630217,0.13622595132803234,1.0,1.0000000000000007,2,"[0.00101712 0.00068206 0.00112955 0.00053986 0.0007884  0.00070553
 0.0004622  0.00075125 0.00121963 0.00070106 0.00052493 0.00061393
 0.00075849 0.00131117 0.00060334 0.00106444 0.00052227 0.00071175
 0.00094406 0.00057368 0.00081029 0.00044274 0.00073117 0.0008847
 0.00108878 0.00099585 0.00100432 0.00085268 0.00130324 0.00093086
 0.00064036 0.00063823 0.0007773  0.00058893 0.00089807 0.00058942
 0.00051166 0.00112349 0.00097653 0.00077406 0.00049925 0.00067979
 0.00102103 0.00115183 0.00053709 0.00087479 0.00077034 0.00093665
 0.00039666 0.00063198 0.00116516 0.00060079 0.00088488 0.00117159
 0.00098684 0.0006703  0.00080043 0.00068069 0.00083995 0.00097856
 0.00081741 0.00070946 0.00091384 0.00068029 0.00120185 0.00115179
 0.00091834 0.00059488 0.00101464 0.00067761 0.00092933 0.0009768
 0.00114477 0.000868   0.00078949 0.00097252 0.00118609 0.00044578
 0.00091677 0.00046963 0.00130796 0.00059528 0.00082992 0.00072705
 0.00079408 0.00051239 0.00084776 0.00068135 0.00079552 0.00050386
 0.0006702  0.00064087 0.00131033 0.00102428 0.00105957 0.00047291
 0.00069246 0.00057406 0.00095253 0.00050939]",[[-5.81204572e-04  1.31995457e-01 -1.00000000e+00 -1.00000000e+00]]
0.0005812045716950326,0.1317851440301829,1.0,1.0000000000000007,3,"[0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001]",[[-5.81204572e-04  1.31493082e-01 -1.00000000e+00 -1.00000000e+00]]
0.25198172135348346,3.879799744491384,0.47474747474747475,0.1456000000000001,4,"[0.05243824 0.05243824 0.05243824 0.05243824 0.05243824 0.05243824
 0.05243824 0.05243824 0.05243824 0.05243824 0.0001     0.05243824
 0.05243824 0.0001     0.05243824 0.05237289 0.05243824 0.05234068
 0.0001     0.052359   0.05234068 0.05239132 0.02725772 0.05243824
 0.05243824 0.05243824 0.05238078 0.02474598 0.00437644 0.0001
 0.01009813 0.00019756 0.0001     0.03026606 0.0001     0.05234068
 0.05243824 0.00019756 0.0001     0.05241357 0.05243824 0.05243824
 0.05234068 0.0001     0.05234068 0.0001081  0.0001     0.05243824
 0.0411193  0.0138613  0.0001     0.05243824 0.0001     0.05236917
 0.05234068 0.05243824 0.0001     0.05243824 0.02958554 0.0001
 0.05234068 0.05243824 0.02073382 0.00019756 0.05243824 0.0001
 0.05243824 0.05243824 0.00019756 0.0001     0.03074105 0.0001
 0.0001     0.0001     0.0001     0.05241829 0.0001     0.00015176
 0.0001     0.01649921 0.05243824 0.00016241 0.05243824 0.01408341
 0.0001     0.05243824 0.05243824 0.0001     0.05237397 0.01067303
 0.0001     0.01430394 0.05243824 0.00019756 0.05238555 0.0001
 0.0001     0.0001     0.05234068 0.0001    ]",[[-0.58119772  0.13149308 -1.         -1.        ]]
0.5216240756690748,4.083425374548116,0.45454545454545453,0.06310000000000009,5,"[0.09841341 0.09878988 0.09868424 0.09868973 0.0984905  0.09781707
 0.09872632 0.09863979 0.09810368 0.09854407 0.09848166 0.09867849
 0.0987334  0.0986041  0.09822369 0.09836997 0.09864524 0.09841149
 0.03794474 0.09829576 0.03691988 0.09887812 0.09869839 0.00229707
 0.09924497 0.09885832 0.09903705 0.09894697 0.07693777 0.00292242
 0.09848983 0.09872641 0.00226058 0.00226459 0.09830304 0.0025943
 0.07579714 0.09855395 0.08218178 0.09891403 0.00263463 0.09868775
 0.09836904 0.09857639 0.0180901  0.09858953 0.01214033 0.09837708
 0.04908913 0.00220515 0.09867395 0.00220642 0.09887366 0.08968364
 0.00240076 0.09829748 0.00311745 0.09861295 0.00265113 0.09771888
 0.00250624 0.00250487 0.00214651 0.09878065 0.09891015 0.0981549
 0.09899503 0.02713655 0.0980481  0.09872521 0.00277894 0.0989899
 0.07766259 0.00269338 0.09874132 0.00252055 0.00241066 0.08449202
 0.09863898 0.0986736  0.09862067 0.06518758 0.00280416 0.09865392
 0.07822093 0.09864082 0.09871033 0.09878529 0.09847754 0.09847023
 0.09857142 0.00260064 0.09317707 0.00227263 0.09890553 0.0015883
 0.00249805 0.00262801 0.09831055 0.00242684]",[[-0.58119772  0.         -0.         -0.        ]]
0.47481684149112574,4.037984999630212,0.5353535353535354,0.06120000000000013,6,"[0.09942345 0.09951672 0.09960268 0.09961244 0.09966792 0.09990289
 0.09961215 0.09942001 0.09971462 0.07287412 0.0997053  0.05633413
 0.09980554 0.09970155 0.00038511 0.09970989 0.09951476 0.09959431
 0.0673249  0.03522243 0.0999926  0.09961213 0.07703983 0.09960804
 0.09954333 0.0005839  0.04294992 0.09970049 0.01189414 0.0999593
 0.09970937 0.09284002 0.00046692 0.00048938 0.09964845 0.00010267
 0.00048246 0.07911215 0.00029522 0.00010147 0.00019872 0.0003966
 0.00015131 0.05398536 0.01525758 0.03614198 0.00038654 0.00029494
 0.00038561 0.09942181 0.00034632 0.00048284 0.00059446 0.00038472
 0.00058504 0.00038446 0.00029214 0.00019934 0.00058625 0.02748868
 0.00019851 0.00041168 0.00051266 0.02124099 0.00058295 0.00029306
 0.06230857 0.00010218 0.09933082 0.0002927  0.00029275 0.000584
 0.00037438 0.00038403 0.00039519 0.00029413 0.04252256 0.00029394
 0.00058582 0.00030279 0.00058314 0.00029613 0.09932829 0.00033236
 0.09970492 0.00058675 0.00068106 0.00019799 0.00068337 0.00058453
 0.00020013 0.0344918  0.00019707 0.00029417 0.00039042 0.00020063
 0.00039356 0.02223117 0.00039139 0.09951362]",[[-0.43589829  0.03287327 -0.         -0.        ]]
0.3859679708750075,3.969733232,0.6565656565656566,0.07719999999999998,7,"[0.09954028 0.09980689 0.00039731 0.0993667  0.09944457 0.0996563
 0.0994706  0.09967374 0.09945872 0.09936402 0.00020172 0.09926276
 0.09932833 0.09935346 0.02970777 0.09936343 0.09953583 0.09944928
 0.00020073 0.00020926 0.09932376 0.09928528 0.00021103 0.0002325
 0.00011606 0.00020677 0.00028063 0.00011271 0.00039568 0.00039977
 0.000393   0.00010084 0.00038926 0.00030336 0.00010074 0.00010018
 0.00038536 0.00010731 0.00029873 0.0709006  0.09945964 0.00020687
 0.09935855 0.06342461 0.09947534 0.00030733 0.00059002 0.03810177
 0.00058607 0.00023942 0.00020122 0.05842528 0.00035419 0.00020447
 0.00010351 0.00049332 0.09927629 0.00038153 0.0001001  0.00029761
 0.09936811 0.09937586 0.09961066 0.00039788 0.00047382 0.02332647
 0.00058342 0.00995297 0.00052088 0.00032482 0.00986196 0.09348145
 0.00032644 0.00020564 0.01790334 0.00010068 0.0001099  0.09937367
 0.00020449 0.00020726 0.00029487 0.00066253 0.000397   0.00047417
 0.00020257 0.00030534 0.00030329 0.09937918 0.00010148 0.0001088
 0.00072355 0.00010551 0.00033945 0.00019925 0.00019785 0.09936481
 0.00020242 0.00040161 0.00023602 0.00021543]",[[-0.43589829  0.         -0.25       -0.        ]]
0.45116739277445955,4.072695826769908,0.48484848484848486,0.0623000000000001,8,"[0.09861409 0.09898407 0.09876224 0.09868053 0.09844904 0.09787962
 0.07381542 0.00193524 0.09897816 0.09827361 0.09805272 0.00233153
 0.09878758 0.00184043 0.07469004 0.0771173  0.00177116 0.09849211
 0.09739167 0.09810413 0.08894174 0.09848569 0.09839417 0.09776459
 0.09001343 0.0982544  0.09794861 0.098618   0.00225056 0.09879038
 0.09866481 0.09845142 0.03672561 0.00307565 0.09784031 0.00631387
 0.00195191 0.00199497 0.00170084 0.09445741 0.09818344 0.09922951
 0.0980838  0.0984185  0.00270316 0.00210388 0.0013119  0.04008566
 0.09793832 0.00239068 0.06731008 0.00156156 0.0333867  0.0982046
 0.07673095 0.09847718 0.09863    0.09830023 0.00226712 0.0030856
 0.00224869 0.00224377 0.00292965 0.09787644 0.00269819 0.0983479
 0.00185063 0.09783671 0.09809124 0.00227529 0.0022289  0.00167985
 0.00254477 0.03813818 0.09858092 0.00384269 0.09830202 0.00130798
 0.03235178 0.00286843 0.00246714 0.00221238 0.00255368 0.0014393
 0.00206142 0.0022612  0.07379613 0.00186942 0.04626591 0.00222459
 0.09895545 0.05737479 0.00249914 0.0264936  0.01151824 0.00225629
 0.00272258 0.0876901  0.04977185 0.00329769]",[[-0.43589829  0.         -0.         -0.25      ]]
0.5013645848781264,4.066529335253654,0.494949494949495,0.06320000000000008,9,"[0.09874066 0.09915756 0.09882648 0.09869757 0.09825994 0.0989258
 0.0992118  0.09856506 0.09871532 0.09868266 0.09931135 0.09921223
 0.09842318 0.02465059 0.04459732 0.09899316 0.09823412 0.09915745
 0.08871964 0.00992887 0.099192   0.0990286  0.00424733 0.09864906
 0.09891763 0.00193341 0.09889309 0.03179259 0.09905759 0.09877862
 0.09895365 0.09878186 0.09836598 0.00206923 0.00189582 0.09849793
 0.09923622 0.09884071 0.09882392 0.09902408 0.00183268 0.01470458
 0.00188583 0.0984162  0.00158629 0.09925069 0.00214105 0.00208269
 0.09866343 0.09292532 0.09851291 0.09909278 0.07776163 0.00134101
 0.09892768 0.09924808 0.00155066 0.00181991 0.09875164 0.06996982
 0.06151903 0.00172575 0.07528833 0.00235884 0.00198904 0.00157247
 0.04978614 0.0994037  0.00148057 0.09889278 0.00170617 0.09913875
 0.00211705 0.0011086  0.00958294 0.09967094 0.07757828 0.00174078
 0.09868734 0.09949495 0.09929001 0.00103148 0.09915224 0.09836363
 0.00186202 0.00183511 0.05373748 0.09892874 0.09908757 0.09874022
 0.01613649 0.00208789 0.00187141 0.00170108 0.09607772 0.00193903
 0.09860587 0.07541146 0.00159251 0.09869347]",[[-0.29059886  0.06574654 -0.         -0.        ]]
