U in s1,U in s2,U in s3,U in s4,U in s5,Po  in s1,Po  in s2,Po  in s3,Po  in s4,Po  in s5,In  in s1,In  in s2,In  in s3,In  in s4,In  in s5,Re  in s1,Re  in s2,Re  in s3,Re  in s4,Re  in s5
0.8303709471537114,0.7887149542876672,0.8895555689266895,0.5757951059469921,1.6630542889238409,5.753517673656136,7.832220246243684,9.911703114869512,4.107130315045487,2.2836527671724567,0.8282828282828283,0.8282828282828283,0.8282828282828283,0.8282828282828283,0.8282828282828283,0.051200000000000044,0.030000000000000075,0.03999999999999998,0.06140000000000013,0.0699
0.013040466394178107,0.012370575162602364,0.013995913044589522,0.00898399829463964,0.02676135964569251,0.1045541832259303,0.14076872066203655,0.12357288319897632,0.13860282913363015,0.06051188086493771,1.0,1.0,1.0,1.0,1.0,1.0000000000000007,1.0000000000000007,1.0000000000000007,1.0000000000000007,1.0000000000000007
0.0008457527997119508,0.0008021286551054173,0.0009079286189072404,0.0005812045716950326,0.0017347608882104931,0.09531561735437928,0.11004626475271297,0.10451077809238161,0.1321962243213389,0.05562046632532586,1.0,1.0,1.0,1.0,1.0,1.0000000000000007,1.0000000000000007,1.0000000000000007,1.0000000000000007,1.0000000000000007
0.17758144330061118,0.17024856203327748,0.1878879248754246,0.1314541331627396,0.3154055487508688,0.3195733031779002,7.254244940034603,9.177001781717575,0.26575840942755274,0.1719805183244389,0.5656565656565656,0.5656565656565656,0.5656565656565656,0.5656565656565656,0.5656565656565656,0.9937000000000007,0.10490000000000008,0.13000000000000006,1.0000000000000007,1.0000000000000007
0.673747659482197,0.6458989404041283,0.7127987493821406,0.49761753189957647,1.190142493147532,5.663134523036827,7.651090132906295,9.640957116779154,4.075434975626819,2.2656518493603572,0.5151515151515151,0.5151515151515151,0.5151515151515151,0.5151515151515151,0.5151515151515151,0.052900000000000065,0.030000000000000075,0.03999999999999998,0.06140000000000012,0.07
0.24338099293749796,0.23129231206911763,0.26053109581550205,0.16921413426205492,0.48335783994086906,5.381297764794209,7.326714149913587,9.284643781780602,3.834032923683432,1.6932958711186503,0.8686868686868687,0.8686868686868687,0.8686868686868687,0.8686868686868687,0.8686868686868687,0.23009999999999994,0.09930000000000007,0.11670000000000023,0.3193,0.7432999999999998
0.3407372185882245,0.32954189334768086,0.3560634752014021,0.266144398248129,0.514582026961515,5.400461497539377,7.3124466875015965,9.186583809609363,3.8818643214038815,2.0789554390918474,0.6262626262626263,0.6262626262626263,0.6262626262626263,0.6262626262626263,0.6262626262626263,0.10950000000000008,0.03999999999999998,0.059800000000000145,0.14060000000000006,0.15999999999999992
0.055212835703467064,0.05278677212572189,0.05861744512996662,0.039908132380143714,0.10039130121899753,0.14000552896714774,7.157270406639064,2.008390949314697,0.16692389473550298,0.08197192334574521,1.0,1.0,1.0,1.0,1.0,1.0000000000000007,0.3685000000000001,0.9194000000000004,1.0000000000000007,1.0000000000000007
0.09376794682968825,0.09006367483528693,0.09892512528464711,0.07001729645616733,0.15834007143851667,0.17957855758874833,7.178789152574955,9.066027768590132,0.20617974009575774,0.1258324967787875,0.6464646464646465,0.6464646464646465,0.6464646464646465,0.6464646464646465,0.6464646464646465,1.0000000000000007,0.2210000000000001,0.3100999999999998,1.0000000000000007,1.0000000000000007
0.056779940682429954,0.054116314627697934,0.06055117871421267,0.04035128725693611,0.10893902237460559,0.13886422490649092,7.1593032780481165,6.66084747950427,0.16502935160435506,0.08045168648571059,1.0,1.0,1.0,1.0,1.0,1.0000000000000007,0.38079999999999997,0.7272000000000001,1.0000000000000007,1.0000000000000007
