Scenario_num,b,q,meann,stdev,delta
1,0.19330981,3.049281843,0.017430754,0.002061759,0.953092397
2,0.141181536,2.584491318,0.012044268,0.00243013,0.950441986
3,0.111640212,2.968733539,0.010126115,0.003692125,0.956457199
4,0.272280522,2.971857894,0.03300274,0.004599415,0.931232823
5,0.42,2.0,0.02,0.0017,0.98
6,0.276,3.049,0.0039,0.0012793969849246231,0.9523366834170854
7,0.135,2.0255,0.0407,0.0019025125628140704,0.9528391959798995
8,0.2704,2.4783,0.0169,0.002007035175879397,0.969321608040201
9,0.1009,3.6789,0.0187,0.004262311557788945,0.9722361809045226
10,0.3021947527749748,2.066851664984864,0.04009081735620585,0.0022120603015075378,0.9554020100502513
11,0.33362764883955603,2.911957618567104,0.033551967709384456,0.0012512562814070353,0.9407788944723618
12,0.3389253279515641,3.7040867810292637,0.038920282542885966,0.0022804020100502514,0.9551507537688443
13,0.16374873864783046,2.4957114026236127,0.022250252270433903,0.003337688442211055,0.9514321608040202
14,0.4395812310797175,4.425580221997982,0.02160443995963673,0.003012060301507538,0.9532412060301507
15,0.10441473259334008,4.087537840565084,0.01954591321897073,0.0018904522613065328,0.9668592964824121
16,0.2810040363269425,4.100151362260344,0.049778002018163466,0.004833165829145729,0.9736934673366834
17,0.3862512613521695,4.415489404641776,0.03351160443995964,0.0032693467336683416,0.9605276381909548
18,0.2802976791120081,2.1021695257315844,0.04634712411705349,0.002228140703517588,0.9584673366834171
19,0.1436175580221998,2.321644803229061,0.017608476286579213,0.0015045226130653267,0.9566582914572864
20,0.2139001009081736,2.7908678102926334,0.03561049445005045,0.004527638190954774,0.962286432160804
21,0.18387991927346115,3.6763370332996974,0.0122401614530777,0.0030603015075376886,0.939321608040201
22,0.40885469223007065,2.3191220988900096,0.026851664984863768,0.002863316582914573,0.9791206030150754
23,0.3971997981836529,4.228809283551969,0.013168516649848638,0.0018944723618090453,0.9525879396984925
24,0.2502774974772957,3.921039354187689,0.04420787083753784,0.0020874371859296486,0.975
25,0.32232593340060545,3.3786579212916243,0.03811301715438952,0.0014080402010050253,0.9458542713567839
26,0.33009586276488395,4.478557013118063,0.029031281533804236,0.0033457286432160807,0.9509798994974875
27,0.2350908173562059,2.7959132189707363,0.018900100908173564,0.0018824120603015077,0.977964824120603
28,0.40744197780020186,3.126387487386478,0.032704339051463166,0.004511557788944724,0.9607286432160804
29,0.26970232088799195,3.2575681130171548,0.014984863773965691,0.0023165829145728647,0.9452010050251256
30,0.4367558022199798,2.6218466195761856,0.03617558022199798,0.003912562814070352,0.9454020100502513
31,0.24109485368314834,2.4503027245206863,0.02652875882946519,0.0045638190954773875,0.9414824120603016
32,0.11677598385469225,3.8529263370333,0.01106962663975782,0.0013678391959798997,0.9355025125628141
33,0.188824419778002,3.8579717457114016,0.015469223007063573,0.001098492462311558,0.949321608040201
34,0.11818869828456105,3.343340060544904,0.016236125126135214,0.0024854271356783923,0.9673618090452262
35,0.3700050454086781,3.0481836528758834,0.020353178607467208,0.0019105527638190955,0.9312311557788945
36,0.12525227043390516,3.3988395560040363,0.04360242179616549,0.0041336683417085435,0.9553015075376885
37,0.15633198789101918,3.1995459132189707,0.018496468213925327,0.003466331658291458,0.9562562814070352
38,0.20047931382441972,2.8488900100908165,0.044006054490413726,0.004829145728643217,0.9629396984924623
39,0.4399344096871847,2.470484359233098,0.021483350151362258,0.0019266331658291458,0.9490201005025126
40,0.2467457114026236,4.032038345105954,0.01518668012108981,0.0018984924623115578,0.9670603015075376
41,0.3315085771947528,2.980070635721493,0.025721493440968718,0.004479396984924624,0.9463065326633167
42,0.2149596367305752,2.2787588294651866,0.030040363269424827,0.004543718592964825,0.972286432160804
43,0.14891523713420787,3.1137739656912213,0.0427547931382442,0.0025738693467336686,0.9711809045226131
44,0.3834258324924319,3.2474772956609486,0.04763874873864783,0.0016331658291457289,0.9597236180904523
45,0.27076185671039354,3.860494450050453,0.04251261352169526,0.0029597989949748747,0.9680150753768845
46,0.2442734611503532,2.7303229061553997,0.01401614530776993,0.0027306532663316585,0.9367085427135678
47,0.23155903128153385,3.8276992936427847,0.02761856710393542,0.0020914572864321607,0.9675125628140704
48,0.29018668012108984,3.5855196770938447,0.04352169525731585,0.0011105527638190955,0.9697738693467337
49,0.16975277497477295,2.306508577194753,0.03,0.004853266331658291,0.9677135678391959
50,0.3915489404641776,3.6813824419777994,0.02830474268415742,0.002565829145728643,0.9438442211055277
51,0.1150100908173562,2.972502522704339,0.010181634712411706,0.004077386934673367,0.9575628140703518
52,0.18070131180625632,3.6939959636730575,0.04105953582240161,0.002597989949748744,0.9497738693467337
53,0.4095610494450049,2.4755297679112007,0.038718466195761865,0.0021879396984924625,0.9479145728643217
54,0.17752270433905148,2.051715438950555,0.02366296670030273,0.0013839195979899498,0.9661557788944724
55,0.10900605449041373,2.584006054490413,0.043400605449041375,0.0037557788944723625,0.9667587939698492
56,0.2912462159434914,4.218718466195762,0.030161453077699293,0.003984924623115578,0.9371105527638192
57,0.1962411705348133,4.052219979818366,0.015428859737638747,0.00345427135678392,0.9507286432160804
58,0.3262108980827447,3.459384460141272,0.020393541876892025,0.001420100502512563,0.9630904522613065
59,0.3866044399596367,2.6950050454086782,0.04562058526740666,0.0030201005025125628,0.9556532663316583
60,0.11536326942482344,4.4356710393541885,0.011150353178607469,0.0036110552763819097,0.9574120603015076
61,0.4424066599394551,4.460898082744702,0.0499798183652876,0.003868341708542714,0.9560050251256281
62,0.14291120080726538,2.4427346115035315,0.03847628657921292,0.003462311557788945,0.9303266331658292
63,0.3745963673057517,2.914480322906156,0.029838546922300712,0.004813065326633167,0.9744974874371859
64,0.11218466195761856,2.001261352169526,0.02055499495459133,0.0019185929648241206,0.9453517587939699
65,0.19306256306760847,3.5930877901109985,0.012361251261352173,0.00441105527638191,0.9523869346733669
66,0.3293895055499495,2.4528254288597378,0.04077699293642785,0.0035628140703517592,0.9654522613065326
67,0.27959132189707364,2.1803733602421795,0.02358224016145308,0.004073366834170855,0.9546482412060302
68,0.10476791120080726,2.9750252270433903,0.023420787083753784,0.0014482412060301507,0.9325879396984925
69,0.435343087790111,3.6435418768920282,0.028587285570131182,0.004591959798994976,0.9652512562814071
70,0.22131685166498488,2.52598385469223,0.03742684157416752,0.004105527638190955,0.9739949748743718
71,0.3685923309788093,2.9624117053481336,0.049899091826437945,0.0024130653266331657,0.9416331658291458
72,0.1294904137235116,3.234863773965692,0.02717457114026236,0.003,0.946959798994975
73,0.29477800201816345,4.2363773965691225,0.02705348133198789,0.003731658291457287,0.9387185929648242
74,0.26228557013118065,2.6092330978809284,0.014904137235116046,0.004941708542713568,0.9484673366834171
75,0.19694752774974766,3.363521695257316,0.02995963673057518,0.004841206030150754,0.9395226130653267
76,0.1213673057517659,2.329212916246216,0.021160443995963674,0.001962814070351759,0.9300251256281408
77,0.4169778002018163,2.039101917255297,0.029596367305751763,0.001484422110552764,0.932638190954774
78,0.40708879919273455,2.230827447023209,0.03629667003027245,0.0017939698492462314,0.9565577889447237
79,0.2636982845610495,2.2762361251261347,0.04376387487386478,0.003960804020100503,0.9405276381909549
80,0.12843087790111,3.5653380423814327,0.03197780020181635,0.0023125628140703517,0.963391959798995
81,0.4296922300706357,2.7883451059535824,0.0325832492431887,0.0022763819095477384,0.9487185929648242
82,0.1591574167507568,2.503279515640767,0.035005045408678104,0.0015768844221105529,0.9700251256281407
83,0.4325176589303733,4.132946518668011,0.023743693239152368,0.0010060301507537688,0.9586180904522613
84,0.4494702320887992,2.087033299697276,0.010948536831483351,0.003490452261306533,0.9597738693467337
85,0.11924823410696267,2.9422300706357216,0.0332694248234107,0.003542713567839196,0.9549497487437186
86,0.3530524722502523,2.8387991927346112,0.04303733602421796,0.0048934673366834176,0.9373618090452261
87,0.28594853683148336,2.5587790110998987,0.02289606458123108,0.001235175879396985,0.939070351758794
88,0.40814833501513625,3.7419273461150353,0.01853683148335015,0.004286432160804021,0.9676130653266332
89,0.37353683148335015,4.450807265388496,0.010020181634712412,0.0020954773869346736,0.9328391959798995
90,0.27182139253279514,2.773208879919274,0.04872855701311807,0.004704522613065327,0.9525376884422111
91,0.1821140262361252,2.374621594349142,0.014217961654894046,0.0011226130653266332,0.9367587939698493
92,0.10512108980827448,2.049192734611504,0.04715438950554995,0.0019306532663316586,0.9468090452261306
93,0.4007315842583249,4.004288597376386,0.03419778002018164,0.003442211055276382,0.9750502512562814
94,0.2608728557013118,3.8680625630676087,0.044853683148335016,0.0034944723618090456,0.9389698492462312
95,0.23367810292633706,3.1566599394550963,0.04501513622603432,0.001170854271356784,0.9787688442211055
96,0.1506811301715439,4.110242179616549,0.028829465186680118,0.002835175879396985,0.9674120603015075
97,0.3113773965691221,4.382694248234107,0.019626639757820384,0.0038402010050251263,0.9510301507537688
98,0.2400353178607467,3.0179112008072657,0.030605449041372364,0.0030723618090452262,0.9541457286432161
99,0.230146316851665,3.777245206861757,0.013814328960645814,0.00442713567839196,0.9570603015075377
100,0.3166750756811302,3.625882946518668,0.041866801210898086,0.0020592964824120603,0.9777638190954774
101,0.3911957618567104,3.1894550958627645,0.02180625630676085,0.0030844221105527643,0.9433417085427136
102,0.14785570131180625,3.5476791120080726,0.04505549949545914,0.0022080402010050256,0.9450000000000001
103,0.3657669021190716,2.488143289606458,0.02184661957618568,0.004716582914572865,0.9789698492462311
104,0.3643541876892028,3.709132189707367,0.0454994954591322,0.0024010050251256285,0.9406281407035176
105,0.3371594349142281,3.764631685166498,0.042552976791120085,0.0024733668341708546,0.9348994974874373
106,0.1884712411705348,3.1541372351160444,0.012078708375378406,0.004234170854271357,0.9310804020100503
107,0.3403380423814329,3.1617053481331987,0.03754793138244198,0.0016170854271356785,0.9621356783919598
108,0.2248486377396569,2.9321392532795163,0.04327951564076691,0.0011989949748743719,0.9313819095477387
109,0.3410443995963673,2.1198284561049445,0.01365287588294652,0.0033095477386934674,0.9405778894472362
110,0.40779515640766906,3.2222502522704337,0.047477295660948535,0.0024291457286432163,0.9799246231155778
111,0.4159182643794147,2.1526236125126137,0.02991927346115035,0.003418090452261307,0.9753015075376884
112,0.13831987891019173,2.245963673057518,0.03439959636730575,0.0030321608040201004,0.9644472361809046
113,0.30572653884964685,3.630928355196772,0.04771947527749748,0.0025256281407035177,0.9663065326633166
114,0.34492936427850657,4.001765893037336,0.04788092835519678,0.00488140703517588,0.9618341708542714
115,0.14114530776992934,3.555247225025227,0.030443995963673063,0.0019587939698492464,0.9374120603015076
116,0.2619323915237134,3.590565085771948,0.02568113017154389,0.0013075376884422111,0.94178391959799
117,0.3873107971745712,2.4730070635721493,0.037346115035317866,0.001058291457286432,0.9472613065326634
118,0.24356710393541875,2.9497981836528773,0.03924318869828456,0.0017537688442211057,0.9524874371859297
119,0.20224520686175584,3.8049949545913218,0.04283551967709385,0.0017175879396984927,0.9761557788944724
120,0.261226034308779,4.291876892028253,0.03718466195761857,0.001629145728643216,0.9502261306532663
121,0.3149091826437941,3.9563572149344095,0.0141372351160444,0.004415075376884422,0.975753768844221
