U in s1,U in s2,U in s3,U in s4,U in s5,Po  in s1,Po  in s2,Po  in s3,Po  in s4,Po  in s5,In  in s1,In  in s2,In  in s3,In  in s4,In  in s5,Re  in s1,Re  in s2,Re  in s3,Re  in s4,Re  in s5
0.7022094453402701,0.6731073586306682,0.7428708677789616,0.5168338517001788,1.2260393798775555,5.704147897115806,7.704986636412024,9.61064580605731,4.085512242679932,2.26680163251789,0.5252525252525253,0.5252525252525253,0.5252525252525253,0.5252525252525253,0.5252525252525253,0.0562000000000001,0.030100000000000078,0.03999999999999998,0.06380000000000008,0.07
0.7361407589207113,0.7048914239171313,0.7797319431252268,0.5367879947732206,1.288044739647441,5.682097920643906,7.709395630104772,9.724820003419019,4.074552656597823,2.2615199968280613,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.05220000000000005,0.030100000000000075,0.03999999999999998,0.06160000000000012,0.07
0.640552611519314,0.6178512487613045,0.6717590652699658,0.4902710698766604,1.006201482695825,5.563174297045307,7.520487761809077,9.486874286609126,4.007649179986633,2.2369565665566093,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.055700000000000104,0.030000000000000075,0.03999999999999998,0.06220000000000011,0.07
0.7426804695788208,0.7104697119813526,0.7877710696674618,0.5387559871889185,1.3254288115037762,5.648718288508818,7.670843871047489,9.68146006616164,4.073314102675921,2.2725719543693974,0.47474747474747475,0.47474747474747475,0.47474747474747475,0.47474747474747475,0.47474747474747475,0.051200000000000044,0.030000000000000075,0.03999999999999998,0.06130000000000014,0.07
0.796691057556972,0.7588836133602185,0.8501133959428107,0.5624056169285784,1.5284116387002227,5.714646841363154,7.751599768909583,9.783117275879924,4.096704730019631,2.2783751230374025,0.6464646464646465,0.6464646464646465,0.6464646464646465,0.6464646464646465,0.6464646464646465,0.05220000000000005,0.030000000000000075,0.03999999999999998,0.062100000000000107,0.07
0.6595523598378643,0.6352255288324737,0.6930360682873856,0.4990673250621661,1.0556307164877028,5.569325682327999,7.541830596207608,9.506394078736479,4.023828505031633,2.2425270048468477,0.5959595959595959,0.5959595959595959,0.5959595959595959,0.5959595959595959,0.5959595959595959,0.06000000000000015,0.030000000000000075,0.03999999999999998,0.06680000000000004,0.07
0.6415682173389883,0.6184268582757388,0.673530898819539,0.48957986657385044,1.0316707963360998,5.5608507898897885,7.471485203859987,9.408106032762907,4.008347796742817,2.237074032098645,0.47474747474747475,0.47474747474747475,0.47474747474747475,0.47474747474747475,0.47474747474747475,0.05640000000000011,0.030000000000000075,0.03999999999999998,0.06450000000000006,0.07
0.7089067197497532,0.681545170585555,0.7466247277917354,0.5291020644069058,1.1596562232284338,5.660219921122648,7.614491435953645,9.516748727178873,4.075302136988254,2.2611114757834168,0.5050505050505051,0.5050505050505051,0.5050505050505051,0.5050505050505051,0.5050505050505051,0.054100000000000086,0.030000000000000075,0.03999999999999998,0.061900000000000115,0.07
0.2899591184022995,0.2809122169643742,0.3022976552146383,0.22865261744797497,0.43044359359621237,5.321891749669446,7.2247117627535,9.116780297275145,3.803420588248527,2.0036906452279175,0.7373737373737373,0.7373737373737373,0.7373737373737373,0.7373737373737373,0.7373737373737373,0.12170000000000022,0.06000000000000015,0.07030000000000002,0.14870000000000005,0.17179999999999992
0.34882986043230957,0.34334165455401555,0.356068033011337,0.3082100206429977,0.4180158498035348,5.257770408641111,7.150974480606858,9.055286365069172,3.8119589857698744,2.0160707782273173,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.06000000000000015,0.030000000000000075,0.03999999999999998,0.06730000000000004,0.07
0.7854742806311783,0.7492749794011643,0.8363857507169952,0.5587751876603738,1.4640531011694748,5.736131199068748,7.7469566718921685,9.69745968505422,4.102202587409741,2.28012258929161,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.05340000000000005,0.030000000000000075,0.03999999999999998,0.0621000000000001,0.07
0.7214719382136696,0.6926459310608774,0.7613083636121704,0.5335587813367557,1.1997276327715474,5.663557041846469,7.638440906550972,9.59580280400747,4.0784889276934715,2.265721457610261,0.6464646464646465,0.6464646464646465,0.6464646464646465,0.6464646464646465,0.6464646464646465,0.05350000000000007,0.030000000000000075,0.03999999999999998,0.0625000000000001,0.07
0.7293569451962558,0.6972970541831196,0.7742607795469177,0.5266303677733932,1.3134206076387989,5.709064179062308,7.696732559019737,9.628192957867466,4.094610978563453,2.2754512577959445,0.5151515151515151,0.5151515151515151,0.5151515151515151,0.5151515151515151,0.5151515151515151,0.0557000000000001,0.030100000000000075,0.03999999999999998,0.06270000000000009,0.07
0.7494565603072453,0.717185993420575,0.7945672861369153,0.5444767719222507,1.328747856151111,5.706026795786277,7.708077472489594,9.674543372917816,4.0855743063863565,2.269371054399814,0.5656565656565656,0.5656565656565656,0.5656565656565656,0.5656565656565656,0.5656565656565656,0.05090000000000005,0.030000000000000075,0.03999999999999998,0.060900000000000135,0.07
0.7741746369896406,0.7381867009444492,0.8250114212384272,0.550747495794293,1.471547580288101,5.717662115496056,7.761766422057754,9.812318503837426,4.088678191587188,2.2697858759946983,0.6262626262626263,0.6262626262626263,0.6262626262626263,0.6262626262626263,0.6262626262626263,0.05500000000000007,0.030100000000000075,0.03999999999999998,0.0622000000000001,0.07
0.6294157718516762,0.6074763674368436,0.6595085403985287,0.4834834997859627,0.97678221861038,5.561778471256112,7.473722575310654,9.437510381578356,4.019197260547145,2.217009002126763,0.6868686868686869,0.6868686868686869,0.6868686868686869,0.6868686868686869,0.6868686868686869,0.05700000000000011,0.030100000000000075,0.03999999999999998,0.06270000000000009,0.07
0.8308514146065163,0.7889769787174348,0.8903916066257712,0.5753648568278292,1.6726608250870683,5.748569102270546,7.825063213267125,9.899885680097809,4.1047730290722,2.2818395131055897,0.8787878787878788,0.8787878787878788,0.8787878787878788,0.8787878787878788,0.8787878787878788,0.05160000000000005,0.030000000000000075,0.03999999999999998,0.06140000000000013,0.06990000000000002
0.7237053430816688,0.6922701499726363,0.7677800713598134,0.5252603895408389,1.3014854963468112,5.694703671669768,7.673295451077481,9.656923953890283,4.083456955269962,2.2669058913656897,0.5656565656565656,0.5656565656565656,0.5656565656565656,0.5656565656565656,0.5656565656565656,0.05490000000000008,0.030100000000000078,0.03999999999999998,0.06240000000000011,0.07
0.17333262481388267,0.16608569095507147,0.18343828462938,0.1269633299249802,0.3021950844118051,2.8766492180767282,7.213609476200707,9.125752409746092,0.28029079199986845,0.16312275126516285,0.98989898989899,0.98989898989899,0.98989898989899,0.98989898989899,0.98989898989899,0.7345000000000004,0.11970000000000028,0.14700000000000005,1.0000000000000007,1.0000000000000007
0.8179114457450328,0.7776544094399996,0.8749397096076577,0.570290853210486,1.6054956610672848,5.745572300131163,7.812384112497501,9.8632735692988,4.101452930949144,2.279130216973602,0.696969696969697,0.696969696969697,0.696969696969697,0.696969696969697,0.696969696969697,0.053200000000000074,0.030200000000000074,0.03999999999999998,0.06150000000000013,0.07
