U in s1,U in s2,U in s3,U in s4,U in s5,U in s6,U in s7,U in s8,U in s9,Po  in s1,Po  in s2,Po  in s3,Po  in s4,Po  in s5,Po  in s6,Po  in s7,Po  in s8,Po  in s9,In  in s1,In  in s2,In  in s3,In  in s4,In  in s5,In  in s6,In  in s7,In  in s8,In  in s9,Re  in s1,Re  in s2,Re  in s3,Re  in s4,Re  in s5,Re  in s6,Re  in s7,Re  in s8,Re  in s9,group,decisions,goals
0.0008457527997119508,0.0008021286551054173,0.0009079286189072404,0.0005812045716950326,0.0017347608882104931,0.0005792549693009496,0.0010136279291000992,0.001058766041456494,0.0005851558031863775,0.09544295439227889,0.11020766164019648,0.1027603057408957,0.13182292633892512,0.05548807504872985,0.015792886605032055,7.59030490792717,0.06897502519049699,0.23097797478533622,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000007,1.0000000000000007,1.0000000000000007,1.0000000000000007,1.0000000000000007,1.0000000000000007,0.04149999999999998,1.0000000000000007,1.0000000000000007,0,"[0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001]","[[-2.139382    3.05555556 -0.76666667 -0.31555556]
 [-1.15017869  5.5        -0.63333333 -0.52      ]
 [-3.79136925  3.05555556 -0.7        -2.52      ]
 [-0.84333016  1.83333333 -0.63333333 -1.23777778]
 [-2.44550123 10.38888889 -0.96666667 -1.02      ]
 [-0.28215356  1.83333333 -0.5        -4.17333333]
 [-2.47039311  5.5        -0.96666667 -0.41333333]
 [-0.29942462  0.61111111 -0.63333333 -0.31555556]
 [-1.79532636  9.16666667 -0.9        -1.45555556]]"
0.417614740038774,0.3982231075126452,0.44505129160056967,0.2976709435885759,0.7971536135944038,0.296761962437199,0.49123001720226556,0.5107982313957735,0.29951179110952003,5.495652908761917,7.470104861199699,9.440185629984773,3.9250693378718124,2.122334835735537,0.2733063712236858,7.951820353597725,3.8255244871215175,10.53508723489053,0.5959595959595959,0.5959595959595959,0.5959595959595959,0.5959595959595959,0.5959595959595959,0.5959595959595959,0.5959595959595959,0.5959595959595959,0.5959595959595959,0.10000000000000007,0.058700000000000134,0.06170000000000012,0.12559999999999996,0.1457000000000001,1.0000000000000007,0.01999999999999999,0.10130000000000007,0.07470000000000003,1,"[0.0551542  0.05539762 0.05602824 0.05588404 0.0556553  0.05600495
 0.05555445 0.05608227 0.05538184 0.05528149 0.05516727 0.00066638
 0.05528149 0.05608227 0.05587577 0.05570072 0.05598723 0.05570065
 0.055897   0.05557277 0.05558205 0.055134   0.05548534 0.05541595
 0.05546975 0.00022354 0.05528149 0.05565777 0.05538184 0.05568323
 0.0557549  0.00088992 0.05538184 0.05608227 0.00055748 0.05591314
 0.05608227 0.00030777 0.05528149 0.00019505 0.05528149 0.05571864
 0.05575282 0.05514496 0.05608178 0.05608227 0.00036006 0.0003959
 0.02660955 0.00052233 0.05600508 0.05608227 0.05523147 0.00019505
 0.05580146 0.0555806  0.05553444 0.05600508 0.055134   0.05534695
 0.05608227 0.05195322 0.00081387 0.000283   0.05538184 0.05608227
 0.05514423 0.00019505 0.05578227 0.00019505 0.05523749 0.05598723
 0.05534926 0.00046332 0.05557312 0.05588855 0.00022954 0.055791
 0.00021444 0.05542181 0.05462681 0.055134   0.05541079 0.05608227
 0.00066395 0.055134   0.05528149 0.05608227 0.05528149 0.00031586
 0.05544641 0.05608227 0.00019505 0.05548249 0.05606757 0.00032601
 0.05571179 0.05526678 0.00034254 0.05543389]","[[-0.57925492  3.94642915 -1.         -0.0993    ]
 [-1.01362664  8.06416808 -1.         -0.02      ]
 [-1.05876449  3.96619777 -1.         -0.06      ]
 [-0.58515574 10.93652112 -1.         -0.05      ]
 [-1.73475222  2.2841243  -1.         -0.0697    ]
 [ 0.57924816  3.94638986  1.          0.099     ]
 [ 1.01362793  8.35078656  1.          0.0193    ]
 [ 1.05876604  4.01757486  1.          0.0508    ]
 [ 0.58515347 11.08468854  1.          0.0472    ]]"
0.0076459683832539324,0.0072457513083372645,0.008211668165901157,0.0051756450000022824,0.015334048626137232,0.005157069081926973,0.009161340095204067,0.009562569660023546,0.005213278029637171,0.10289937659789027,0.12415147259419383,0.11570892539412783,0.13830506548592683,0.06229166301399369,0.021932233592229084,7.593869739644512,0.07608293622409983,0.26025435073249037,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000007,1.0000000000000007,1.0000000000000007,1.0000000000000007,1.0000000000000007,1.0000000000000007,0.04099999999999997,1.0000000000000007,0.9995000000000007,2,"[0.00084718 0.00095185 0.00034158 0.00073034 0.00098599 0.00090684
 0.00093752 0.0007379  0.00073929 0.0001223  0.00085534 0.00104115
 0.00095651 0.00042207 0.00076055 0.00082575 0.00094358 0.0009451
 0.00538411 0.00077261 0.00084606 0.00077839 0.00099249 0.00080965
 0.00084663 0.00042405 0.00091076 0.00041771 0.00089284 0.00375885
 0.00050966 0.00083375 0.00092826 0.00082547 0.00075497 0.00094712
 0.00083432 0.00072369 0.00084797 0.00027308 0.0007492  0.00094441
 0.00031236 0.00076842 0.00105826 0.00073433 0.00102728 0.00093104
 0.00074026 0.00032632 0.00048546 0.00074123 0.0003494  0.00088714
 0.000807   0.00084784 0.00076047 0.00080647 0.0002103  0.0011203
 0.0057392  0.00027687 0.00074891 0.00071425 0.00094045 0.0002015
 0.00083902 0.00064668 0.00075483 0.00073947 0.00093561 0.0009466
 0.00048625 0.00063044 0.00030249 0.00083445 0.0009312  0.00042244
 0.0004357  0.00029231 0.00070283 0.00032766 0.00070499 0.00030521
 0.00038931 0.00032633 0.00121053 0.00102203 0.00083199 0.00021677
 0.00075805 0.00039061 0.00076966 0.00062301 0.00077739 0.00083487
 0.00039056 0.00019589 0.00084096 0.00030831]","[[-5.79255000e-03  1.95652900e-02 -1.00000000e+00 -1.00000000e+00]
 [-1.01362800e-02  4.15962500e-02 -1.00000000e+00 -1.00000000e+00]
 [-1.05876600e-02  1.91256900e-02 -1.00000000e+00 -1.00000000e+00]
 [-5.85156000e-03  4.87258100e-02 -1.00000000e+00 -1.00000000e+00]
 [-1.73476100e-02  5.85226700e-02 -1.00000000e+00 -1.00000000e+00]
 [ 1.30827000e-03  1.72813200e-02  1.00000000e+00  1.00000000e+00]
 [ 2.83648604e-03  7.59217813e+00  1.00000000e+00  1.00000000e+00]
 [ 1.05877000e-03  6.93570000e-02  1.00000000e+00  1.00000000e+00]
 [ 5.85155803e-04  2.31928771e-01  1.00000000e+00  1.00000000e+00]]"
0.0008457527997119508,0.0008021286551054173,0.0009079286189072404,0.0005812045716950326,0.0017347608882104931,0.0005792549693009496,0.0010136279291000992,0.001058766041456494,0.0005851558031863775,0.0949588739656108,0.11013003024403974,0.10291714038578609,0.1316323806832922,0.055496594717563,0.015975911114858927,7.589365181356984,0.06887024128363643,0.23184436310933734,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000007,1.0000000000000007,1.0000000000000007,1.0000000000000007,1.0000000000000007,1.0000000000000007,0.04139999999999998,1.0000000000000007,1.0000000000000007,3,"[0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001]","[[-0.86203798 10.61627907 -0.86744186 -2.05860465]
 [-0.10602488  5.24418605 -0.56046512 -0.58697674]
 [-2.06216741  9.59302326 -0.49069767 -3.32744186]
 [-0.32356332  9.84883721 -0.76976744 -1.70372093]
 [-8.37297405 10.61627907 -0.49069767 -1.15674419]
 [-0.86203798 10.61627907 -0.86744186 -2.05860465]
 [-0.10602488  5.24418605 -0.56046512 -0.58697674]
 [-2.06216741  9.59302326 -0.49069767 -3.32744186]
 [-0.32356332  9.84883721 -0.76976744 -1.70372093]]"
0.0008457527997119508,0.0008021286551054173,0.0009079286189072404,0.0005812045716950326,0.0017347608882104931,0.0005792549693009496,0.0010136279291000992,0.001058766041456494,0.0005851558031863775,0.0951860665936931,0.10906168041096842,0.10275676290822795,0.13199197006562557,0.05563115522745307,0.015570803349191241,7.59035250521572,0.06864740520958582,0.23138158168412332,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000007,1.0000000000000007,1.0000000000000007,1.0000000000000007,1.0000000000000007,1.0000000000000007,0.041599999999999984,1.0000000000000007,1.0000000000000007,4,"[0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001]","[[-0.91359595  3.70930233 -0.89534884 -3.55813953]
 [-0.86796324  4.47674419 -0.85348837 -0.2744186 ]
 [-4.5011582  10.36046512 -0.89534884 -2.28930233]
 [-0.76647535  7.54651163 -0.68604651 -1.74930233]
 [-7.3702061   6.52325581 -0.88139535 -1.24790698]
 [-0.91359595  3.70930233 -0.89534884 -3.55813953]
 [-0.86796324  4.47674419 -0.85348837 -0.2744186 ]
 [-4.5011582  10.36046512 -0.89534884 -2.28930233]
 [-0.76647535  7.54651163 -0.68604651 -1.74930233]]"
0.16468160634569504,0.15662955072992854,0.17616200911238758,0.11565986934346295,0.33039920721178434,0.11529438016579277,0.1957077063271681,0.2040694823396536,0.11640022131732902,5.337043093136321,7.409974255235986,9.35311137371095,2.0341704298457253,0.30860846309697804,0.21466917272604305,7.885081007721755,3.221547566058508,10.42457888820574,0.6161616161616161,0.6161616161616161,0.6161616161616161,0.6161616161616161,0.6161616161616161,0.6161616161616161,0.6161616161616161,0.6161616161616161,0.6161616161616161,0.6312000000000001,0.12999999999999984,0.1392,0.9242000000000004,1.0000000000000007,1.0000000000000007,0.03999999999999998,0.8425999999999998,0.14400000000000007,5,"[0.0011288  0.00119541 0.00031273 0.0989751  0.00226482 0.00031273
 0.0984817  0.0006692  0.00049647 0.00053444 0.00118546 0.00079607
 0.09907225 0.05318785 0.00058683 0.00073558 0.00133639 0.00043733
 0.09827546 0.00065934 0.00063243 0.00052746 0.00062067 0.09862085
 0.00038454 0.00102859 0.00098524 0.00031273 0.00031273 0.0001
 0.00065055 0.0006995  0.00031273 0.00066672 0.00043619 0.00146523
 0.00020422 0.0989245  0.00042656 0.00148761 0.00042089 0.09806185
 0.00020422 0.00074437 0.09790559 0.00141178 0.00092563 0.00049669
 0.03774211 0.09908215 0.00175366 0.00031316 0.00034063 0.00033508
 0.00042385 0.00142753 0.00072601 0.00102632 0.08424662 0.00056628
 0.00090529 0.00031273 0.00031273 0.00120643 0.096841   0.00147758
 0.07264614 0.00074075 0.00099502 0.00042089 0.00053876 0.00079926
 0.00052556 0.09825259 0.00031364 0.00041474 0.09826735 0.00177354
 0.09763342 0.00197007 0.09779484 0.00069433 0.00102772 0.00045027
 0.00073859 0.00227376 0.09765302 0.00180316 0.00031273 0.00057378
 0.00031273 0.00031273 0.00031273 0.00186608 0.09856493 0.00033224
 0.00042089 0.00020422 0.00031273 0.01836874]","[[-0.16600543  0.12790698 -0.58837209 -4.3655814 ]
 [-0.59904382  9.3372093  -0.63023256 -0.83255814]
 [-4.86700682  3.19767442 -0.63023256 -0.44372093]
 [-1.07911914 10.10465116 -0.61627907 -0.70093023]
 [-3.55968785  4.22093023 -0.74186047 -1.70372093]
 [-2.12775614  0.77       -0.766      -0.0896    ]
 [-3.51251636  8.03       -0.718      -0.088     ]
 [-2.19997038  7.15       -0.406      -4.1568    ]
 [-2.8394948   6.93       -0.55       -0.4516    ]]"
0.1288616790256657,0.1238300794082694,0.1358777052765163,0.09646765079557246,0.2200172450454698,0.09620825639921354,0.14745516958004315,0.15228688652441852,0.0969921898262567,0.22993721196550276,7.221610405366975,9.145916597102179,0.24293265568445924,0.15355788450540342,0.11369989022708829,7.691258429863393,0.18786814407902372,10.211068536122736,0.6060606060606061,0.6060606060606061,0.6060606060606061,0.6060606060606061,0.6060606060606061,0.6060606060606061,0.6060606060606061,0.6060606060606061,0.6060606060606061,1.0000000000000007,0.13649999999999995,0.16900000000000007,1.0000000000000007,1.0000000000000007,1.0000000000000007,0.03130000000000007,1.0000000000000007,0.18220000000000006,6,"[0.00094923 0.00142717 0.03525416 0.02042495 0.03507217 0.03612353
 0.03618386 0.00200251 0.03537455 0.00052383 0.03490777 0.00314838
 0.00079955 0.03509535 0.03492217 0.00202673 0.00584492 0.00205442
 0.0022164  0.03465323 0.00060505 0.00161161 0.00268519 0.03568242
 0.00174958 0.02321753 0.00114246 0.03594268 0.0360297  0.00075302
 0.00187515 0.00108731 0.00166959 0.00099753 0.02881743 0.03543584
 0.03487775 0.00189758 0.00140758 0.00077744 0.00089335 0.00183213
 0.03397096 0.00150713 0.00129196 0.00099305 0.00140321 0.00117039
 0.0012849  0.0005928  0.00146197 0.02106114 0.00045252 0.00156494
 0.00064281 0.00113577 0.00110246 0.00122671 0.03547353 0.00173078
 0.00209437 0.00100905 0.00121914 0.0011369  0.00177847 0.0007804
 0.03492069 0.00174941 0.00151377 0.03409455 0.00293563 0.00243184
 0.00109094 0.03467031 0.00059201 0.00128469 0.00189392 0.00175746
 0.0029527  0.03508732 0.0352812  0.00070868 0.00155917 0.00068172
 0.00033447 0.00070972 0.00209852 0.0346155  0.00071475 0.001456
 0.03634601 0.00087811 0.00065952 0.00173194 0.03508241 0.00126088
 0.03270005 0.0006648  0.0005894  0.001522  ]","[[-1.04249087  7.03488372 -0.74186047 -4.82697674]
 [-0.75591348  5.5        -0.8255814  -0.36372093]
 [-0.47682339  6.01162791 -0.74186047 -2.98139535]
 [-0.40172426  6.77906977 -0.67209302 -1.20232558]
 [-5.56522377  2.94186047 -0.78372093 -1.47581395]
 [-0.9323348   3.41       -0.958      -1.3792    ]
 [-2.10743725  2.31       -0.778      -0.184     ]
 [-2.82923001  7.81       -0.418      -2.0736    ]
 [-2.49440266  1.65       -0.706      -1.3924    ]]"
0.0017625076872837741,0.0016803037987271425,0.0018793257370941503,0.0012596019190295462,0.003414431503204516,0.0012558456346821747,0.0020771655406023335,0.0021614175422104654,0.0012672117814020447,0.09590240729660544,0.11074794853768453,0.10440642893748495,0.13164863350309539,0.0557214380924343,0.016297676395881464,7.590465759931766,0.06913841691229634,0.23411190954228805,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000007,1.0000000000000007,1.0000000000000007,1.0000000000000007,1.0000000000000007,1.0000000000000007,0.041499999999999974,1.0000000000000007,1.0000000000000007,7,"[0.00029502 0.00029502 0.00029502 0.00019756 0.00029502 0.0001
 0.0001     0.00029502 0.0001     0.00029502 0.00029502 0.00019746
 0.00029502 0.00029502 0.0001     0.00019746 0.0001     0.00019756
 0.0001     0.0001     0.00029502 0.00029502 0.00019756 0.00019746
 0.0001     0.00019746 0.00029502 0.00019756 0.0001     0.0001
 0.0001     0.00029502 0.00019756 0.00019756 0.00029502 0.00029502
 0.0001     0.00029502 0.0001     0.00029502 0.0001     0.0001
 0.0001     0.0001     0.00019756 0.0001     0.00019756 0.00029502
 0.0001     0.00029502 0.0001     0.0001     0.0001     0.00029502
 0.00029502 0.0001     0.0001     0.0001     0.0001     0.0001
 0.00029502 0.0001     0.00029502 0.00029502 0.00019746 0.00019756
 0.00029502 0.00019756 0.00029502 0.0001     0.00019756 0.0001
 0.00019756 0.00019756 0.00019756 0.0001     0.00029502 0.00019756
 0.00019756 0.0001     0.0001     0.00029502 0.0001     0.0001
 0.0001     0.00029502 0.0001     0.00029502 0.0001     0.00019756
 0.0001     0.00029502 0.00029502 0.00019746 0.0001     0.00019746
 0.00029502 0.0001     0.0001     0.00029502]","[[-1.90005648  8.25       -0.43       -1.4784    ]
 [-3.51251636 10.89       -0.958      -0.856     ]
 [-1.78046397  9.13       -0.634      -4.752     ]
 [-0.53888044  5.83       -0.922      -0.8436    ]
 [-5.82794898  3.63       -0.658      -0.2164    ]
 [-2.01390649  0.55       -0.598      -0.8832    ]
 [-3.81360473  3.85       -0.922      -0.2992    ]
 [-0.82645732  5.61       -0.97       -0.4124    ]
 [-2.49440266  1.65       -0.706      -1.3924    ]]"
0.48712714629523624,0.46153856913850816,0.5234342093702682,0.33031063932374044,0.9947948235790202,0.3291399904083147,0.5847616494266207,0.6108165811667149,0.33268253584222496,5.639824809764126,7.644303307210533,9.653997128118785,4.046836573130609,2.237506075007267,3.886188462698816,8.133043205576659,3.949681209864919,10.760301992037398,0.43434343434343436,0.43434343434343436,0.43434343434343436,0.43434343434343436,0.43434343434343436,0.43434343434343436,0.43434343434343436,0.43434343434343436,0.43434343434343436,0.11680000000000015,0.06000000000000015,0.07699999999999997,0.13960000000000003,0.1500000000000001,0.2192000000000001,0.02850000000000006,0.1245,0.08009999999999996,8,"[0.06202999 0.00048891 0.09931907 0.08010749 0.00048929 0.05815892
 0.01164588 0.09961061 0.09951315 0.00039183 0.00029465 0.00058685
 0.09951381 0.09961033 0.09941654 0.09961033 0.09951315 0.09951372
 0.09951334 0.00029464 0.09961033 0.09951315 0.0004892  0.00029455
 0.00029446 0.09961061 0.09980535 0.09951372 0.099593   0.0995226
 0.00019747 0.00048929 0.00029503 0.09941654 0.00039211 0.09970779
 0.09951381 0.09941625 0.00058685 0.09970779 0.09961061 0.09951315
 0.05919187 0.00019708 0.09961061 0.00039183 0.09941664 0.00065102
 0.00068375 0.09951334 0.00029464 0.09961071 0.09941654 0.00058638
 0.09931907 0.00039221 0.09980507 0.00029455 0.09961061 0.09961061
 0.00048891 0.00029465 0.09941654 0.09932555 0.0004891  0.099611
 0.00048929 0.00058638 0.00039211 0.09961061 0.09951315 0.00048929
 0.00068336 0.09941654 0.07255715 0.00058638 0.09951315 0.09970779
 0.00058638 0.00039183 0.00029455 0.0997076  0.09960327 0.09961061
 0.00019747 0.09961128 0.00039154 0.00048939 0.08510067 0.09951315
 0.00019747 0.09961061 0.01487582 0.09931907 0.0997076  0.09961033
 0.09961061 0.00039192 0.00019756 0.09951372]","[[-1.72928204  1.43       -0.418      -1.1808    ]
 [-1.70598608  6.27       -0.526      -0.184     ]
 [-4.71700888  0.99       -0.454      -4.256     ]
 [-0.65391113  8.03       -0.73       -0.6084    ]
 [-5.13804462  2.97       -0.946      -0.3732    ]
 [-2.64007958  1.21       -0.934      -4.9504    ]
 [-0.70235815  5.61       -0.898      -0.2032    ]
 [-1.36095755  9.13       -0.802      -2.1728    ]
 [-2.55191802  4.95       -0.406      -1.3532    ]]"
0.6366802250329807,0.6049088975550994,0.6818863411369207,0.44336435164105553,1.276482102288688,0.44193473021375873,0.7585385425690637,0.7912002980591477,0.4462615913176401,5.720568414796854,7.760816890473128,9.80048798166699,4.093620643128599,2.2752342358626967,3.9339980346969683,8.258291965296767,4.001796130539941,10.923893442754158,0.5252525252525253,0.5252525252525253,0.5252525252525253,0.5252525252525253,0.5252525252525253,0.5252525252525253,0.5252525252525253,0.5252525252525253,0.5252525252525253,0.06980000000000001,0.030000000000000075,0.04980000000000003,0.07949999999999999,0.0899999999999999,0.16819999999999996,0.019099999999999992,0.06740000000000004,0.05710000000000012,9,"[0.1        0.1        0.1        0.0001     0.1        0.1
 0.1        0.0001     0.1        0.1        0.0001     0.1
 0.1        0.1        0.1        0.0001     0.1        0.1
 0.0001     0.1        0.0001     0.1        0.1        0.1
 0.0001     0.1        0.1        0.1        0.1        0.1
 0.1        0.0001     0.07521789 0.0001     0.1        0.1
 0.1        0.1        0.1        0.0001     0.1        0.1
 0.0001     0.1        0.1        0.1        0.1        0.0001
 0.1        0.1        0.0001     0.1        0.1        0.1
 0.0001     0.1        0.1        0.1        0.1        0.1
 0.1        0.1        0.0001     0.1        0.1        0.0001
 0.1        0.0001     0.1        0.0001     0.0001     0.0001
 0.02426515 0.1        0.0001     0.0001     0.1        0.1
 0.1        0.1        0.0001     0.1        0.1        0.1
 0.0001     0.1        0.1        0.1        0.1        0.1
 0.1        0.1        0.1        0.0001     0.1        0.1
 0.1        0.0001     0.0001     0.1       ]","[[-0.53386093  0.77       -0.658      -3.264     ]
 [-3.31179077  0.99       -0.454      -0.4144    ]
 [-2.82923001  2.75       -0.946      -1.3792    ]
 [-2.32185615 10.89       -0.706      -0.53      ]
 [-0.48119022  5.61       -0.766      -0.4124    ]
 [-2.12775614  0.77       -0.766      -0.0896    ]
 [-3.51251636  8.03       -0.718      -0.088     ]
 [-2.19997038  7.15       -0.406      -4.1568    ]
 [-2.8394948   6.93       -0.55       -0.4516    ]]"
